Sample ID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Auto-Status	input	filtered	denoised	merged	non-chimeric	D_0__Archaea	D_0__Bacteria	D_0__Eukaryota	Unassigned	frac_filtered	Mag-Col	IR
SC553047	PC22190	Run4	NP0084-MB6	SC553047	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-046	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	SPEX	SPEX	Plate	Standard	91	83	83	83	83	0	83	0	0	8.791208791	Magnetic	Solution
SC553048	PC22190	Run4	NP0084-MB6	SC553048	Ext_Control	Ext_Blank	Water	sFEMB-001-R-046	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	SPEX	SPEX	Plate	Standard	41810	39121	39121	39043	38512	0	38512	0	0	7.888065056	Magnetic	Solution
SC553049	PC22192	Run4	NP0084-MB6	SC553049	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	None	SPEX	SPEX	Tubes	Standard	53856	49536	49536	47739	40932	0	40932	0	0	23.9973262	Column	Solution
SC553050	PC22190	Run4	NP0084-MB6	SC553050	Study	human_1	human_1	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	None	SPEX	SPEX	Tubes	Standard	48446	44852	44852	42971	35166	0	35166	0	0	27.41196384	Column	Solution
SC553051	PC22190	Run4	NP0084-MB6	SC553051	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	None	SPEX	SPEX	Tubes	Standard	38229	36024	36024	35958	35370	0	35370	0	0	7.478615711	Column	Solution
SC553052	PC22192	Run4	NP0084-MB6	SC553052	Ext_Control	Ext_Blank	Water	sFEMB-001-R-047	Qiagen	DNeasy PowerSoil Pro kit	None	SPEX	SPEX	Tubes	Standard	66	60	60	34	34	0	34	0	0	48.48484848	Column	Solution
SC553053	PC22192	Run4	NP0084-MB6	SC553053	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	57145	52784	52784	51106	36787	41	36746	0	0	35.62516406	Magnetic	Solution
SC553054	PC22192	Run4	NP0084-MB6	SC553054	Study	human_1	human_1	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	36050	32873	32873	31177	21585	0	21585	0	0	40.12482663	Magnetic	Solution
SC553055	PC22190	Run4	NP0084-MB6	SC553055	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	46991	44274	44274	44140	42982	0	42982	0	0	8.53142091	Magnetic	Solution
SC553056	PC22192	Run4	NP0084-MB6	SC553056	Ext_Control	Ext_Blank	Water	sFEMB-001-R-048	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	SPEX	SPEX	Plate	Standard	643	534	534	513	513	0	513	0	0	20.21772939	Magnetic	Solution
SC553057	PC22192	Run4	NP0084-MB6	SC553057	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-049	ZymoResearch	96 MagBead DNA Extraction Kit	None	SPEX	SPEX	Plate	Standard	48551	44306	44306	43425	37441	0	37441	0	0	22.8831538	Magnetic	None
SC553060	PC22190	Run4	NP0084-MB6	SC553060	Ext_Control	Ext_Blank	Water	sFEMB-001-R-049	ZymoResearch	96 MagBead DNA Extraction Kit	None	SPEX	SPEX	Plate	Standard	959	849	849	692	692	0	692	0	0	27.84150156	Magnetic	None
SC553061	PC22192	Run4	NP0084-MB6	SC553061	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Standard	54279	50067	50067	48485	37788	0	37788	0	0	30.38191566	Magnetic	Solution
SC553062	PC22192	Run4	NP0084-MB6	SC553062	Study	human_1	human_1	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Standard	110	83	83	71	71	0	71	0	0	35.45454545	Magnetic	Solution
SC553063	PC22190	Run4	NP0084-MB6	SC553063	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-050	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	SPEX	SPEX	Plate	Standard	397	366	366	341	339	0	339	0	0	14.60957179	Magnetic	Solution
SC553065	PC22192	Run4	NP0084-MB6	SC553065	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Standard	51202	47179	47179	45937	37006	0	37006	0	0	27.72547947	Magnetic	Solution
SC553066	PC22190	Run4	NP0084-MB6	SC553066	Study	human_1	human_1	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Standard	42030	38976	38976	37232	31761	0	31761	0	0	24.43254818	Magnetic	Solution
SC553067	PC22190	Run4	NP0084-MB6	SC553067	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Standard	379	349	349	311	311	0	311	0	0	17.94195251	Magnetic	Solution
SC553068	PC22192	Run4	NP0084-MB6	SC553068	Ext_Control	Ext_Blank	Water	sFEMB-001-R-051	Qiagen	MagAttract PowerSoil DNA Kit	KingFisher	Covaris	AFA	Tubes	Standard	39913	37270	37270	37066	36230	0	36230	0	0	9.227569965	Magnetic	Solution
SC553069	PC22192	Run4	NP0084-MB6	SC553069	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	48292	45132	45132	43564	39482	0	39482	0	0	18.24318728	Magnetic	Solution
SC553070	PC22190	Run4	NP0084-MB6	SC553070	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	44134	41073	41073	39602	36261	0	36261	0	0	17.8388544	Magnetic	Solution
SC553071	PC22192	Run4	NP0084-MB6	SC553071	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	58431	53347	53347	51660	45947	0	45947	0	0	21.36537112	Magnetic	Solution
SC553072	PC22190	Run4	NP0084-MB6	SC553072	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	38473	35588	35588	34196	32478	0	32478	0	0	15.58235646	Magnetic	Solution
SC553073	PC22192	Run4	NP0084-MB6	SC553073	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	54994	51379	51379	49212	42140	0	42140	0	0	23.37345892	Magnetic	Solution
SC553074	PC22190	Run4	NP0084-MB6	SC553074	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	41202	38281	38281	37111	33661	0	33661	0	0	18.30250959	Magnetic	Solution
SC553075	PC22192	Run4	NP0084-MB6	SC553075	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	52727	48024	48024	46671	43144	0	43144	0	0	18.17474918	Magnetic	Solution
SC553076	PC22190	Run4	NP0084-MB6	SC553076	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	44885	41984	41984	41134	37727	0	37727	0	0	15.94742119	Magnetic	Solution
SC553077	PC22192	Run4	NP0084-MB6	SC553077	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	56332	52821	52821	51181	45427	0	45427	0	0	19.35844635	Magnetic	Solution
SC553078	PC22190	Run4	NP0084-MB6	SC553078	Study	human_1	human_1	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	40090	37230	37230	36565	35837	0	35837	0	0	10.60863058	Magnetic	Solution
SC553079	PC22192	Run4	NP0084-MB6	SC553079	Ext_Control	Ext_Blank	Water	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	651	561	561	500	500	0	500	0	0	23.19508449	Magnetic	Solution
SC553080	PC22192	Run4	NP0084-MB6	SC553080	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	34	33	33	5	5	0	5	0	0	85.29411765	Magnetic	Solution
SC553082	PC22190	Run4	NP0084-MB6	SC553082	Ext_Control	Ext_Blank	Water	sFEMB-001-R-052	Qiagen	MagAttract PowerMicrobiome Kit	KingFisher	Covaris	AFA	Tubes	Standard	586	539	539	507	507	0	507	0	0	13.48122867	Magnetic	Solution
SC553083	PC22190	Run4	NP0084-MB6	SC553083	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	None	Covaris	AFA	Tubes	Standard	41494	38369	38369	37188	29092	0	29092	0	0	29.8886586	Column	Solution
SC553084	PC22192	Run4	NP0084-MB6	SC553084	Study	human_1	human_1	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	None	Covaris	AFA	Tubes	Standard	51007	46706	46706	44634	36844	0	36844	0	0	27.76677711	Column	Solution
SC553085	PC22192	Run4	NP0084-MB6	SC553085	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	None	Covaris	AFA	Tubes	Standard	46274	42700	42700	42495	41693	0	41693	0	0	9.899727709	Column	Solution
SC553086	PC22192	Run4	NP0084-MB6	SC553086	Ext_Control	Ext_Blank	Water	sFEMB-001-R-053	Qiagen	DNeasy PowerSoil Pro kit	None	Covaris	AFA	Tubes	Standard	127	31	31	27	27	0	27	0	0	78.74015748	Column	Solution
SC553087	PC22190	Run4	NP0084-MB6	SC553087	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-054	ZymoResearch	96 MagBead DNA Extraction Kit	None	Covaris	AFA	Tubes	Standard	43344	39608	39608	38646	33745	0	33745	0	0	22.14608712	Magnetic	None
SC553089	PC22192	Run4	NP0084-MB6	SC553089	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-054	ZymoResearch	96 MagBead DNA Extraction Kit	None	Covaris	AFA	Tubes	Standard	50718	47111	47111	46905	46187	0	46187	0	0	8.933711897	Magnetic	None
SC553090	PC22190	Run4	NP0084-MB6	SC553090	Ext_Control	Ext_Blank	Water	sFEMB-001-R-054	ZymoResearch	96 MagBead DNA Extraction Kit	None	Covaris	AFA	Tubes	Standard	198	171	171	130	130	0	130	0	0	34.34343434	Magnetic	None
SC553091	PC22190	Run4	NP0084-MB6	SC553091	Ext_Control	ZymoBiomics	D6300	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Standard	41026	37349	37349	36315	30314	0	30314	0	0	26.11027154	Magnetic	Solution
SC553093	PC22190	Run4	NP0084-MB6	SC553093	Ext_Control	ZymoBiomics	D6310	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Standard	33038	30913	30913	30865	30487	0	30487	0	0	7.721411708	Magnetic	Solution
SC553094	PC22192	Run4	NP0084-MB6	SC553094	Ext_Control	Ext_Blank	Water	sFEMB-001-R-055	ThermoFisher	MagMax Microbiome Ultra Kit	KingFisher	Covaris	AFA	Tubes	Standard	607	548	548	511	511	0	511	0	0	15.815486	Magnetic	Solution
SC555338	PC22190	Run4	NP0084-MB6	SC555338	Seq_Control	ZymoBiomics	D6311									21707	20270	20270	20183	19983	0	19983	0	0	7.942138481		
SC555339	PC22190	Run4	NP0084-MB6	SC555339	Seq_Control	MSA	MSA1001									37615	35264	35264	34685	29682	0	29682	0	0	21.0899907		
SC555340	PC22190	Run4	NP0084-MB6	SC555340	Seq_Control	ZymoBiomics	D6305									35786	32798	32798	31905	26727	0	26597	130	0	25.31436875		
SC555341	PC22190	Run4	NP0084-MB6	SC555341	Seq_Control	MSA	MSA1000									40148	36966	36966	36040	35640	0	35640	0	0	11.22845472		
SC555342	PC22190	Run4	NP0084-MB6	SC555342	Seq_Control	MSA	MSA1002									34286	29984	29984	28191	25198	0	25198	0	0	26.50644578		
SC555343	PC22190	Run4	NP0084-MB6	SC555343	Seq_Control	MSA	MSA1003									45313	40348	40348	36508	32241	0	32241	0	0	28.8482334		
SC555344	PC22190	Run4	NP0084-MB6	SC555344	Seq_Control	ZymoBiomics	D6306									41845	38268	38268	36984	29662	0	29592	70	0	29.11458956		
SC555345	PC22192	Run4	NP0084-MB6	SC555345	Seq_Control	ZymoBiomics	D6306									46757	42771	42771	41048	31926	0	31874	52	0	31.71931476		
SC555346	PC22192	Run4	NP0084-MB6	SC555346	Seq_Control	MSA	MSA1002									48935	44344	44344	41582	37436	0	37436	0	0	23.49851844		
SC555347	PC22192	Run4	NP0084-MB6	SC555347	Seq_Control	MSA	MSA1000									46724	43598	43598	41530	40859	0	40859	0	0	12.55243558		
SC555348	PC22192	Run4	NP0084-MB6	SC555348	Seq_Control	ZymoBiomics	D6305									55692	51344	51344	49895	40819	0	40819	0	0	26.70581053		
SC555349	PC22192	Run4	NP0084-MB6	SC555349	Seq_Control	MSA	MSA1001									62086	58180	58180	57353	49511	0	49511	0	0	20.25416358		
SC555350	PC22192	Run4	NP0084-MB6	SC555350	Seq_Control	MSA	MSA1003									48859	44266	44266	40252	35255	0	35255	0	0	27.84338607		
SC555351	PC22192	Run4	NP0084-MB6	SC555351	Seq_Control	ZymoBiomics	D6311									39931	37211	37211	37123	36684	0	36684	0	0	8.131526884		
Water-PC07578-G-12	PC07578	Run3	NP0084-MB5	Water-PC07578-G-12	Seq_Control	Seq_Blank	PCR_Blank									54	20	20	18	18	0	18	0	0	66.66666667		
Water-PC22190-E-12	PC22190	Run4	NP0084-MB6	Water-PC22190-E-12	Seq_Control	Seq_Blank	PCR_Blank									35	25	25	2	2	0	2	0	0	94.28571429		
