SampleID	Source-PCR-Plate	Run-ID	Project-ID	CGR-Sample-ID	Sample-Type	Sample-Des	Subject-ID	Reciept	Ext-Company	Ext-Kit	Ext-Robotics	Homo-Status	Homo-Method	Homo-Holder	Mag-Col	IR
SC253200-PC04925-C-08	PC04925	SQ-2	NP0084-MB4	SC253200	Study	Robogut	M98	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253200-PC07578-C-08	PC07578	SQ-3	NP0084-MB5	SC253200	Study	Robogut	M98	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253194	PC04925	SQ-2	NP0084-MB4	SC253194	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253196-PC04925-F-07	PC04925	SQ-2	NP0084-MB4	SC253196	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC253196-PC07578-F-07	PC07578	SQ-3	NP0084-MB5	SC253196	Ext_Control	ZymoBiomics	Z00	sFEMB-001-R-010	Qiagen	EX-5	Manual	Standard	Vertical	Tubes	Column	None
SC284724	PC04924	SQ-1	NP0084-MB4	SC284724	Seq_Control	MSA	A00	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284725	PC04924	SQ-1	NP0084-MB4	SC284725	Seq_Control	MSA	A01	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284726	PC04924	SQ-1	NP0084-MB4	SC284726	Seq_Control	MSA	A02	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284727	PC04924	SQ-1	NP0084-MB4	SC284727	Seq_Control	MSA	A03	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284730	PC04925	SQ-2	NP0084-MB4	SC284730	Seq_Control	MSA	A00	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284731	PC04925	SQ-2	NP0084-MB4	SC284731	Seq_Control	MSA	A01	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284732	PC04925	SQ-2	NP0084-MB4	SC284732	Seq_Control	MSA	A02	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284733	PC04925	SQ-2	NP0084-MB4	SC284733	Seq_Control	MSA	A03	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326763	PC07578	SQ-3	NP0084-MB5	SC326763	Seq_Control	MSA	A00	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326764	PC07578	SQ-3	NP0084-MB5	SC326764	Seq_Control	MSA	A01	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326765	PC07578	SQ-3	NP0084-MB5	SC326765	Seq_Control	MSA	A02	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326766	PC07578	SQ-3	NP0084-MB5	SC326766	Seq_Control	MSA	A03	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555339	PC22190	SQ-4	NP0084-MB6	SC555339	Seq_Control	MSA	A01	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555341	PC22190	SQ-4	NP0084-MB6	SC555341	Seq_Control	MSA	A00	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555342	PC22190	SQ-4	NP0084-MB6	SC555342	Seq_Control	MSA	A02	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555343	PC22190	SQ-4	NP0084-MB6	SC555343	Seq_Control	MSA	A03	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555346	PC22192	SQ-4	NP0084-MB6	SC555346	Seq_Control	MSA	A02	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555347	PC22192	SQ-4	NP0084-MB6	SC555347	Seq_Control	MSA	A00	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555349	PC22192	SQ-4	NP0084-MB6	SC555349	Seq_Control	MSA	A01	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555350	PC22192	SQ-4	NP0084-MB6	SC555350	Seq_Control	MSA	A03	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
NTC-PC04924-H-12	PC04924	SQ-1	NP0084-MB4	NTC-PC04924-H-12	Seq_Control	Seq_Blank	BN	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
NTC-PC04925-H-12	PC04925	SQ-2	NP0084-MB4	NTC-PC04925-H-12	Seq_Control	Seq_Blank	BN	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
NTC-PC07578-H-12	PC07578	SQ-3	NP0084-MB5	NTC-PC07578-H-12	Seq_Control	Seq_Blank	BN	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
NTC-PC22190-F-12	PC22190	SQ-4	NP0084-MB6	NTC-PC22190-F-12	Seq_Control	Seq_Blank	BN	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
NTC-PC22192-D-12	PC22192	SQ-4	NP0084-MB6	NTC-PC22192-D-12	Seq_Control	Seq_Blank	BN	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
Water-PC04924-G-12	PC04924	SQ-1	NP0084-MB4	Water-PC04924-G-12	Seq_Control	Seq_Blank	BP	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
Water-PC04925-G-12	PC04925	SQ-2	NP0084-MB4	Water-PC04925-G-12	Seq_Control	Seq_Blank	BP	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
Water-PC07578-G-12	PC07578	SQ-3	NP0084-MB5	Water-PC07578-G-12	Seq_Control	Seq_Blank	BP	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
Water-PC22190-E-12	PC22190	SQ-4	NP0084-MB6	Water-PC22190-E-12	Seq_Control	Seq_Blank	BP	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
Water-PC22192-C-12	PC22192	SQ-4	NP0084-MB6	Water-PC22192-C-12	Seq_Control	Seq_Blank	BP	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284728	PC04924	SQ-1	NP0084-MB4	SC284728	Seq_Control	ZymoBiomics	Z05	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284729	PC04924	SQ-1	NP0084-MB4	SC284729	Seq_Control	ZymoBiomics	Z06	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555344	PC22190	SQ-4	NP0084-MB6	SC555344	Seq_Control	ZymoBiomics	Z06	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555345	PC22192	SQ-4	NP0084-MB6	SC555345	Seq_Control	ZymoBiomics	Z06	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555348	PC22192	SQ-4	NP0084-MB6	SC555348	Seq_Control	ZymoBiomics	Z05	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555351	PC22192	SQ-4	NP0084-MB6	SC555351	Seq_Control	ZymoBiomics	Z11	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284734	PC04925	SQ-2	NP0084-MB4	SC284734	Seq_Control	ZymoBiomics	Z05	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC284735	PC04925	SQ-2	NP0084-MB4	SC284735	Seq_Control	ZymoBiomics	Z06	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326767	PC07578	SQ-3	NP0084-MB5	SC326767	Seq_Control	ZymoBiomics	Z05	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC326768	PC07578	SQ-3	NP0084-MB5	SC326768	Seq_Control	ZymoBiomics	Z06	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555338	PC22190	SQ-4	NP0084-MB6	SC555338	Seq_Control	ZymoBiomics	Z11	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
SC555340	PC22190	SQ-4	NP0084-MB6	SC555340	Seq_Control	ZymoBiomics	Z05	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq	Seq
